trial,sample,selector,rank,deficiency,full_rank
303,1,uniform,256,0,1
303,1,stratified_beta_0,256,0,1
303,1,guided,256,0,1
304,0,uniform,256,0,1
304,0,stratified_beta_0,256,0,1
304,0,guided,256,0,1
304,1,uniform,256,0,1
304,1,stratified_beta_0,256,0,1
304,1,guided,256,0,1
305,0,uniform,256,0,1
305,0,stratified_beta_0,256,0,1
305,0,guided,256,0,1
305,1,uniform,256,0,1
305,1,stratified_beta_0,256,0,1
305,1,guided,256,0,1
306,0,uniform,256,0,1
306,0,stratified_beta_0,256,0,1
306,0,guided,256,0,1
306,1,uniform,256,0,1
306,1,stratified_beta_0,256,0,1
306,1,guided,256,0,1
307,0,uniform,256,0,1
307,0,stratified_beta_0,256,0,1
307,0,guided,256,0,1
307,1,uniform,256,0,1
307,1,stratified_beta_0,256,0,1
307,1,guided,256,0,1
308,0,uniform,256,0,1
308,0,stratified_beta_0,256,0,1
308,0,guided,256,0,1
308,1,uniform,256,0,1
308,1,stratified_beta_0,256,0,1
308,1,guided,256,0,1
309,0,uniform,256,0,1
309,0,stratified_beta_0,256,0,1
309,0,guided,256,0,1
309,1,uniform,256,0,1
309,1,stratified_beta_0,256,0,1
309,1,guided,256,0,1
310,0,uniform,256,0,1
310,0,stratified_beta_0,256,0,1
310,0,guided,256,0,1
310,1,uniform,256,0,1
310,1,stratified_beta_0,256,0,1
310,1,guided,256,0,1
311,0,uniform,256,0,1
311,0,stratified_beta_0,256,0,1
311,0,guided,256,0,1
311,1,uniform,256,0,1
311,1,stratified_beta_0,256,0,1
311,1,guided,256,0,1
312,0,uniform,256,0,1
312,0,stratified_beta_0,256,0,1
312,0,guided,256,0,1
312,1,uniform,256,0,1
312,1,stratified_beta_0,256,0,1
312,1,guided,256,0,1
313,0,uniform,256,0,1
313,0,stratified_beta_0,256,0,1
313,0,guided,256,0,1
313,1,uniform,256,0,1
313,1,stratified_beta_0,256,0,1
313,1,guided,256,0,1
314,0,uniform,256,0,1
314,0,stratified_beta_0,256,0,1
314,0,guided,256,0,1
314,1,uniform,256,0,1
314,1,stratified_beta_0,256,0,1
314,1,guided,256,0,1
315,0,uniform,256,0,1
315,0,stratified_beta_0,256,0,1
315,0,guided,256,0,1
315,1,uniform,256,0,1
315,1,stratified_beta_0,256,0,1
315,1,guided,256,0,1
316,0,uniform,256,0,1
316,0,stratified_beta_0,256,0,1
316,0,guided,256,0,1
316,1,uniform,256,0,1
316,1,stratified_beta_0,256,0,1
316,1,guided,256,0,1
317,0,uniform,256,0,1
317,0,stratified_beta_0,256,0,1
317,0,guided,256,0,1
317,1,uniform,256,0,1
317,1,stratified_beta_0,256,0,1
317,1,guided,256,0,1
318,0,uniform,256,0,1
318,0,stratified_beta_0,256,0,1
318,0,guided,256,0,1
318,1,uniform,256,0,1
318,1,stratified_beta_0,256,0,1
318,1,guided,256,0,1
319,0,uniform,256,0,1
319,0,stratified_beta_0,256,0,1
319,0,guided,256,0,1
319,1,uniform,256,0,1
319,1,stratified_beta_0,256,0,1
319,1,guided,256,0,1
320,0,uniform,256,0,1
320,0,stratified_beta_0,256,0,1
320,0,guided,256,0,1
320,1,uniform,256,0,1
320,1,stratified_beta_0,256,0,1
320,1,guided,256,0,1
321,0,uniform,256,0,1
321,0,stratified_beta_0,256,0,1
321,0,guided,256,0,1
321,1,uniform,256,0,1
321,1,stratified_beta_0,256,0,1
321,1,guided,256,0,1
322,0,uniform,256,0,1
322,0,stratified_beta_0,256,0,1
322,0,guided,256,0,1
322,1,uniform,256,0,1
322,1,stratified_beta_0,256,0,1
322,1,guided,256,0,1
323,0,uniform,256,0,1
323,0,stratified_beta_0,256,0,1
323,0,guided,256,0,1
323,1,uniform,256,0,1
323,1,stratified_beta_0,256,0,1
323,1,guided,256,0,1
324,0,uniform,256,0,1
324,0,stratified_beta_0,256,0,1
324,0,guided,256,0,1
324,1,uniform,256,0,1
324,1,stratified_beta_0,256,0,1
324,1,guided,256,0,1
325,0,uniform,256,0,1
325,0,stratified_beta_0,256,0,1
325,0,guided,256,0,1
325,1,uniform,256,0,1
325,1,stratified_beta_0,256,0,1
325,1,guided,256,0,1
326,0,uniform,256,0,1
326,0,stratified_beta_0,256,0,1
326,0,guided,256,0,1
326,1,uniform,256,0,1
326,1,stratified_beta_0,256,0,1
326,1,guided,256,0,1
327,0,uniform,256,0,1
327,0,stratified_beta_0,256,0,1
327,0,guided,256,0,1
327,1,uniform,256,0,1
327,1,stratified_beta_0,256,0,1
327,1,guided,256,0,1
328,0,uniform,256,0,1
328,0,stratified_beta_0,256,0,1
328,0,guided,256,0,1
328,1,uniform,256,0,1
328,1,stratified_beta_0,256,0,1
328,1,guided,256,0,1
329,0,uniform,256,0,1
329,0,stratified_beta_0,256,0,1
329,0,guided,256,0,1
329,1,uniform,256,0,1
329,1,stratified_beta_0,256,0,1
329,1,guided,256,0,1
330,0,uniform,256,0,1
330,0,stratified_beta_0,256,0,1
330,0,guided,256,0,1
330,1,uniform,256,0,1
330,1,stratified_beta_0,256,0,1
330,1,guided,256,0,1
331,0,uniform,256,0,1
331,0,stratified_beta_0,256,0,1
331,0,guided,256,0,1
331,1,uniform,256,0,1
331,1,stratified_beta_0,256,0,1
331,1,guided,256,0,1
332,0,uniform,256,0,1
332,0,stratified_beta_0,256,0,1
332,0,guided,256,0,1
332,1,uniform,256,0,1
332,1,stratified_beta_0,256,0,1
332,1,guided,256,0,1
333,0,uniform,256,0,1
333,0,stratified_beta_0,256,0,1
333,0,guided,256,0,1
333,1,uniform,256,0,1
333,1,stratified_beta_0,256,0,1
333,1,guided,256,0,1
334,0,uniform,256,0,1
334,0,stratified_beta_0,256,0,1
334,0,guided,256,0,1
334,1,uniform,256,0,1
334,1,stratified_beta_0,256,0,1
334,1,guided,256,0,1
335,0,uniform,256,0,1
335,0,stratified_beta_0,256,0,1
335,0,guided,256,0,1
335,1,uniform,256,0,1
335,1,stratified_beta_0,256,0,1
335,1,guided,256,0,1
336,0,uniform,256,0,1
336,0,stratified_beta_0,256,0,1
336,0,guided,256,0,1
336,1,uniform,256,0,1
336,1,stratified_beta_0,256,0,1
336,1,guided,256,0,1
337,0,uniform,256,0,1
337,0,stratified_beta_0,256,0,1
337,0,guided,256,0,1
337,1,uniform,256,0,1
337,1,stratified_beta_0,256,0,1
337,1,guided,256,0,1
338,0,uniform,256,0,1
338,0,stratified_beta_0,256,0,1
338,0,guided,256,0,1
338,1,uniform,256,0,1
338,1,stratified_beta_0,256,0,1
338,1,guided,256,0,1
339,0,uniform,256,0,1
339,0,stratified_beta_0,256,0,1
339,0,guided,256,0,1
339,1,uniform,256,0,1
339,1,stratified_beta_0,256,0,1
339,1,guided,256,0,1
340,0,uniform,256,0,1
340,0,stratified_beta_0,256,0,1
340,0,guided,256,0,1
340,1,uniform,256,0,1
340,1,stratified_beta_0,256,0,1
340,1,guided,256,0,1
341,0,uniform,256,0,1
341,0,stratified_beta_0,256,0,1
341,0,guided,256,0,1
341,1,uniform,256,0,1
341,1,stratified_beta_0,256,0,1
341,1,guided,256,0,1
342,0,uniform,256,0,1
342,0,stratified_beta_0,256,0,1
342,0,guided,256,0,1
342,1,uniform,256,0,1
342,1,stratified_beta_0,256,0,1
342,1,guided,256,0,1
343,0,uniform,256,0,1
343,0,stratified_beta_0,256,0,1
343,0,guided,256,0,1
343,1,uniform,256,0,1
343,1,stratified_beta_0,256,0,1
343,1,guided,256,0,1
344,0,uniform,256,0,1
344,0,stratified_beta_0,256,0,1
344,0,guided,256,0,1
344,1,uniform,256,0,1
344,1,stratified_beta_0,256,0,1
344,1,guided,256,0,1
345,0,uniform,256,0,1
345,0,stratified_beta_0,256,0,1
345,0,guided,256,0,1
345,1,uniform,256,0,1
345,1,stratified_beta_0,256,0,1
345,1,guided,256,0,1
346,0,uniform,256,0,1
346,0,stratified_beta_0,256,0,1
346,0,guided,256,0,1
346,1,uniform,256,0,1
346,1,stratified_beta_0,256,0,1
346,1,guided,256,0,1
347,0,uniform,256,0,1
347,0,stratified_beta_0,256,0,1
347,0,guided,256,0,1
347,1,uniform,256,0,1
347,1,stratified_beta_0,256,0,1
347,1,guided,256,0,1
348,0,uniform,256,0,1
348,0,stratified_beta_0,256,0,1
348,0,guided,256,0,1
348,1,uniform,256,0,1
348,1,stratified_beta_0,256,0,1
348,1,guided,256,0,1
349,0,uniform,256,0,1
349,0,stratified_beta_0,256,0,1
349,0,guided,256,0,1
349,1,uniform,256,0,1
349,1,stratified_beta_0,256,0,1
349,1,guided,256,0,1
350,0,uniform,256,0,1
350,0,stratified_beta_0,256,0,1
350,0,guided,256,0,1
350,1,uniform,256,0,1
350,1,stratified_beta_0,256,0,1
350,1,guided,256,0,1
351,0,uniform,256,0,1
351,0,stratified_beta_0,256,0,1
351,0,guided,256,0,1
351,1,uniform,256,0,1
351,1,stratified_beta_0,256,0,1
351,1,guided,256,0,1
352,0,uniform,256,0,1
352,0,stratified_beta_0,256,0,1
352,0,guided,256,0,1
352,1,uniform,256,0,1
352,1,stratified_beta_0,256,0,1
352,1,guided,256,0,1
353,0,uniform,256,0,1
353,0,stratified_beta_0,256,0,1
353,0,guided,256,0,1
353,1,uniform,256,0,1
353,1,stratified_beta_0,256,0,1
353,1,guided,256,0,1
354,0,uniform,256,0,1
354,0,stratified_beta_0,256,0,1
354,0,guided,256,0,1
354,1,uniform,256,0,1
354,1,stratified_beta_0,256,0,1
354,1,guided,256,0,1
355,0,uniform,256,0,1
355,0,stratified_beta_0,256,0,1
355,0,guided,256,0,1
355,1,uniform,256,0,1
355,1,stratified_beta_0,256,0,1
355,1,guided,256,0,1
356,0,uniform,256,0,1
356,0,stratified_beta_0,256,0,1
356,0,guided,256,0,1
356,1,uniform,256,0,1
356,1,stratified_beta_0,256,0,1
356,1,guided,256,0,1
357,0,uniform,256,0,1
357,0,stratified_beta_0,256,0,1
357,0,guided,256,0,1
357,1,uniform,256,0,1
357,1,stratified_beta_0,256,0,1
357,1,guided,256,0,1
358,0,uniform,256,0,1
358,0,stratified_beta_0,256,0,1
358,0,guided,256,0,1
358,1,uniform,256,0,1
358,1,stratified_beta_0,256,0,1
358,1,guided,256,0,1
359,0,uniform,256,0,1
359,0,stratified_beta_0,256,0,1
359,0,guided,256,0,1
359,1,uniform,256,0,1
359,1,stratified_beta_0,256,0,1
359,1,guided,256,0,1
360,0,uniform,256,0,1
360,0,stratified_beta_0,256,0,1
360,0,guided,256,0,1
360,1,uniform,256,0,1
360,1,stratified_beta_0,256,0,1
360,1,guided,256,0,1
361,0,uniform,256,0,1
361,0,stratified_beta_0,256,0,1
361,0,guided,256,0,1
361,1,uniform,256,0,1
361,1,stratified_beta_0,256,0,1
361,1,guided,256,0,1
362,0,uniform,256,0,1
362,0,stratified_beta_0,256,0,1
362,0,guided,256,0,1
362,1,uniform,256,0,1
362,1,stratified_beta_0,256,0,1
362,1,guided,256,0,1
363,0,uniform,256,0,1
363,0,stratified_beta_0,256,0,1
363,0,guided,256,0,1
363,1,uniform,256,0,1
363,1,stratified_beta_0,256,0,1
363,1,guided,256,0,1
364,0,uniform,256,0,1
364,0,stratified_beta_0,256,0,1
364,0,guided,256,0,1
364,1,uniform,256,0,1
364,1,stratified_beta_0,256,0,1
364,1,guided,256,0,1
365,0,uniform,256,0,1
365,0,stratified_beta_0,256,0,1
365,0,guided,256,0,1
365,1,uniform,256,0,1
365,1,stratified_beta_0,256,0,1
365,1,guided,256,0,1
366,0,uniform,256,0,1
366,0,stratified_beta_0,256,0,1
366,0,guided,256,0,1
366,1,uniform,256,0,1
366,1,stratified_beta_0,256,0,1
366,1,guided,256,0,1
367,0,uniform,256,0,1
367,0,stratified_beta_0,256,0,1
367,0,guided,256,0,1
367,1,uniform,256,0,1
367,1,stratified_beta_0,256,0,1
367,1,guided,256,0,1
368,0,uniform,256,0,1
368,0,stratified_beta_0,256,0,1
368,0,guided,256,0,1
368,1,uniform,256,0,1
368,1,stratified_beta_0,256,0,1
368,1,guided,256,0,1
369,0,uniform,256,0,1
369,0,stratified_beta_0,256,0,1
369,0,guided,256,0,1
369,1,uniform,256,0,1
369,1,stratified_beta_0,256,0,1
369,1,guided,256,0,1
370,0,uniform,256,0,1
370,0,stratified_beta_0,256,0,1
370,0,guided,256,0,1
370,1,uniform,256,0,1
370,1,stratified_beta_0,256,0,1
370,1,guided,256,0,1
371,0,uniform,256,0,1
371,0,stratified_beta_0,256,0,1
371,0,guided,256,0,1
371,1,uniform,256,0,1
371,1,stratified_beta_0,256,0,1
371,1,guided,256,0,1
372,0,uniform,256,0,1
372,0,stratified_beta_0,256,0,1
372,0,guided,256,0,1
372,1,uniform,256,0,1
372,1,stratified_beta_0,256,0,1
372,1,guided,256,0,1
373,0,uniform,256,0,1
373,0,stratified_beta_0,256,0,1
373,0,guided,256,0,1
373,1,uniform,256,0,1
373,1,stratified_beta_0,256,0,1
373,1,guided,256,0,1
374,0,uniform,256,0,1
374,0,stratified_beta_0,256,0,1
374,0,guided,256,0,1
374,1,uniform,256,0,1
374,1,stratified_beta_0,256,0,1
374,1,guided,255,1,0
375,0,uniform,256,0,1
375,0,stratified_beta_0,256,0,1
375,0,guided,256,0,1
375,1,uniform,256,0,1
375,1,stratified_beta_0,256,0,1
375,1,guided,256,0,1
376,0,uniform,256,0,1
376,0,stratified_beta_0,256,0,1
376,0,guided,256,0,1
376,1,uniform,256,0,1
376,1,stratified_beta_0,256,0,1
376,1,guided,256,0,1
377,0,uniform,256,0,1
377,0,stratified_beta_0,256,0,1
377,0,guided,256,0,1
377,1,uniform,256,0,1
377,1,stratified_beta_0,256,0,1
377,1,guided,256,0,1
378,0,uniform,256,0,1
378,0,stratified_beta_0,256,0,1
378,0,guided,256,0,1
378,1,uniform,256,0,1
378,1,stratified_beta_0,256,0,1
378,1,guided,256,0,1
379,0,uniform,256,0,1
379,0,stratified_beta_0,256,0,1
379,0,guided,256,0,1
379,1,uniform,256,0,1
379,1,stratified_beta_0,256,0,1
379,1,guided,256,0,1
380,0,uniform,256,0,1
380,0,stratified_beta_0,256,0,1
380,0,guided,256,0,1
380,1,uniform,256,0,1
380,1,stratified_beta_0,256,0,1
380,1,guided,256,0,1
381,0,uniform,256,0,1
381,0,stratified_beta_0,256,0,1
381,0,guided,256,0,1
381,1,uniform,256,0,1
381,1,stratified_beta_0,256,0,1
381,1,guided,256,0,1
382,0,uniform,256,0,1
382,0,stratified_beta_0,256,0,1
382,0,guided,256,0,1
382,1,uniform,256,0,1
382,1,stratified_beta_0,256,0,1
382,1,guided,256,0,1
383,0,uniform,256,0,1
383,0,stratified_beta_0,256,0,1
383,0,guided,256,0,1
383,1,uniform,256,0,1
383,1,stratified_beta_0,256,0,1
383,1,guided,256,0,1
384,0,uniform,256,0,1
384,0,stratified_beta_0,256,0,1
384,0,guided,256,0,1
384,1,uniform,256,0,1
384,1,stratified_beta_0,256,0,1
384,1,guided,256,0,1
385,0,uniform,256,0,1
385,0,stratified_beta_0,256,0,1
385,0,guided,256,0,1
385,1,uniform,256,0,1
385,1,stratified_beta_0,256,0,1
385,1,guided,256,0,1
386,0,uniform,256,0,1
386,0,stratified_beta_0,256,0,1
386,0,guided,256,0,1
386,1,uniform,256,0,1
386,1,stratified_beta_0,256,0,1
386,1,guided,256,0,1
387,0,uniform,256,0,1
387,0,stratified_beta_0,256,0,1
387,0,guided,256,0,1
387,1,uniform,256,0,1
387,1,stratified_beta_0,256,0,1
387,1,guided,256,0,1
388,0,uniform,256,0,1
388,0,stratified_beta_0,256,0,1
388,0,guided,256,0,1
388,1,uniform,256,0,1
388,1,stratified_beta_0,256,0,1
388,1,guided,256,0,1
389,0,uniform,256,0,1
389,0,stratified_beta_0,256,0,1
389,0,guided,256,0,1
389,1,uniform,256,0,1
389,1,stratified_beta_0,256,0,1
389,1,guided,256,0,1
390,0,uniform,256,0,1
390,0,stratified_beta_0,256,0,1
390,0,guided,256,0,1
390,1,uniform,256,0,1
390,1,stratified_beta_0,256,0,1
390,1,guided,256,0,1
391,0,uniform,256,0,1
391,0,stratified_beta_0,256,0,1
391,0,guided,256,0,1
391,1,uniform,256,0,1
391,1,stratified_beta_0,256,0,1
391,1,guided,256,0,1
392,0,uniform,256,0,1
392,0,stratified_beta_0,256,0,1
392,0,guided,256,0,1
392,1,uniform,256,0,1
392,1,stratified_beta_0,256,0,1
392,1,guided,256,0,1
393,0,uniform,256,0,1
393,0,stratified_beta_0,256,0,1
393,0,guided,256,0,1
393,1,uniform,256,0,1
393,1,stratified_beta_0,256,0,1
393,1,guided,256,0,1
394,0,uniform,256,0,1
394,0,stratified_beta_0,256,0,1
394,0,guided,256,0,1
394,1,uniform,256,0,1
394,1,stratified_beta_0,256,0,1
394,1,guided,256,0,1
395,0,uniform,256,0,1
395,0,stratified_beta_0,256,0,1
395,0,guided,256,0,1
395,1,uniform,256,0,1
395,1,stratified_beta_0,256,0,1
395,1,guided,256,0,1
396,0,uniform,256,0,1
396,0,stratified_beta_0,256,0,1
396,0,guided,256,0,1
396,1,uniform,256,0,1
396,1,stratified_beta_0,256,0,1
396,1,guided,256,0,1
397,0,uniform,256,0,1
397,0,stratified_beta_0,256,0,1
397,0,guided,256,0,1
397,1,uniform,256,0,1
397,1,stratified_beta_0,256,0,1
397,1,guided,256,0,1
398,0,uniform,256,0,1
398,0,stratified_beta_0,256,0,1
398,0,guided,256,0,1
398,1,uniform,256,0,1
398,1,stratified_beta_0,256,0,1
398,1,guided,256,0,1
399,0,uniform,256,0,1
399,0,stratified_beta_0,256,0,1
399,0,guided,256,0,1
399,1,uniform,256,0,1
399,1,stratified_beta_0,256,0,1
399,1,guided,256,0,1
400,0,uniform,256,0,1
400,0,stratified_beta_0,256,0,1
400,0,guided,256,0,1
400,1,uniform,256,0,1
400,1,stratified_beta_0,256,0,1
400,1,guided,256,0,1
401,0,uniform,256,0,1
401,0,stratified_beta_0,256,0,1
401,0,guided,256,0,1
401,1,uniform,256,0,1
401,1,stratified_beta_0,256,0,1
401,1,guided,256,0,1
402,0,uniform,256,0,1
402,0,stratified_beta_0,256,0,1
402,0,guided,256,0,1
402,1,uniform,256,0,1
402,1,stratified_beta_0,256,0,1
402,1,guided,256,0,1
403,0,uniform,256,0,1
403,0,stratified_beta_0,256,0,1
403,0,guided,256,0,1
403,1,uniform,256,0,1
403,1,stratified_beta_0,256,0,1
403,1,guided,256,0,1
404,0,uniform,256,0,1
404,0,stratified_beta_0,256,0,1
404,0,guided,256,0,1
404,1,uniform,256,0,1
404,1,stratified_beta_0,256,0,1
404,1,guided,256,0,1
405,0,uniform,256,0,1
405,0,stratified_beta_0,256,0,1
405,0,guided,256,0,1
405,1,uniform,256,0,1
405,1,stratified_beta_0,256,0,1
405,1,guided,256,0,1
406,0,uniform,256,0,1
406,0,stratified_beta_0,256,0,1
406,0,guided,256,0,1
406,1,uniform,256,0,1
406,1,stratified_beta_0,256,0,1
406,1,guided,256,0,1
407,0,uniform,256,0,1
407,0,stratified_beta_0,256,0,1
407,0,guided,256,0,1
407,1,uniform,256,0,1
407,1,stratified_beta_0,256,0,1
407,1,guided,256,0,1
408,0,uniform,256,0,1
408,0,stratified_beta_0,256,0,1
408,0,guided,256,0,1
408,1,uniform,256,0,1
408,1,stratified_beta_0,256,0,1
408,1,guided,256,0,1
409,0,uniform,256,0,1
409,0,stratified_beta_0,256,0,1
409,0,guided,256,0,1
409,1,uniform,256,0,1
409,1,stratified_beta_0,256,0,1
409,1,guided,256,0,1
410,0,uniform,256,0,1
410,0,stratified_beta_0,256,0,1
410,0,guided,256,0,1
410,1,uniform,256,0,1
410,1,stratified_beta_0,256,0,1
410,1,guided,256,0,1
411,0,uniform,256,0,1
411,0,stratified_beta_0,256,0,1
411,0,guided,256,0,1
411,1,uniform,256,0,1
411,1,stratified_beta_0,256,0,1
411,1,guided,256,0,1
412,0,uniform,256,0,1
412,0,stratified_beta_0,256,0,1
412,0,guided,256,0,1
412,1,uniform,256,0,1
412,1,stratified_beta_0,256,0,1
412,1,guided,256,0,1
413,0,uniform,256,0,1
413,0,stratified_beta_0,256,0,1
413,0,guided,256,0,1
413,1,uniform,256,0,1
413,1,stratified_beta_0,256,0,1
413,1,guided,256,0,1
414,0,uniform,256,0,1
414,0,stratified_beta_0,256,0,1
414,0,guided,256,0,1
414,1,uniform,256,0,1
414,1,stratified_beta_0,256,0,1
414,1,guided,256,0,1
415,0,uniform,256,0,1
415,0,stratified_beta_0,256,0,1
415,0,guided,256,0,1
415,1,uniform,256,0,1
415,1,stratified_beta_0,256,0,1
415,1,guided,256,0,1
416,0,uniform,256,0,1
416,0,stratified_beta_0,256,0,1
416,0,guided,256,0,1
416,1,uniform,256,0,1
416,1,stratified_beta_0,256,0,1
416,1,guided,256,0,1
417,0,uniform,256,0,1
417,0,stratified_beta_0,256,0,1
417,0,guided,256,0,1
417,1,uniform,256,0,1
417,1,stratified_beta_0,256,0,1
417,1,guided,256,0,1
418,0,uniform,256,0,1
418,0,stratified_beta_0,255,1,0
418,0,guided,256,0,1
418,1,uniform,256,0,1
418,1,stratified_beta_0,256,0,1
418,1,guided,256,0,1
419,0,uniform,256,0,1
419,0,stratified_beta_0,256,0,1
419,0,guided,256,0,1
419,1,uniform,256,0,1
419,1,stratified_beta_0,256,0,1
419,1,guided,256,0,1
420,0,uniform,256,0,1
420,0,stratified_beta_0,256,0,1
420,0,guided,256,0,1
420,1,uniform,256,0,1
420,1,stratified_beta_0,256,0,1
420,1,guided,256,0,1
421,0,uniform,256,0,1
421,0,stratified_beta_0,256,0,1
421,0,guided,256,0,1
421,1,uniform,256,0,1
421,1,stratified_beta_0,256,0,1
421,1,guided,256,0,1
422,0,uniform,256,0,1
422,0,stratified_beta_0,256,0,1
422,0,guided,256,0,1
422,1,uniform,256,0,1
422,1,stratified_beta_0,256,0,1
422,1,guided,256,0,1
423,0,uniform,256,0,1
423,0,stratified_beta_0,256,0,1
423,0,guided,256,0,1
423,1,uniform,256,0,1
423,1,stratified_beta_0,256,0,1
423,1,guided,256,0,1
424,0,uniform,256,0,1
424,0,stratified_beta_0,256,0,1
424,0,guided,256,0,1
424,1,uniform,256,0,1
424,1,stratified_beta_0,256,0,1
424,1,guided,256,0,1
425,0,uniform,256,0,1
425,0,stratified_beta_0,256,0,1
425,0,guided,256,0,1
425,1,uniform,256,0,1
425,1,stratified_beta_0,256,0,1
425,1,guided,256,0,1
426,0,uniform,256,0,1
426,0,stratified_beta_0,256,0,1
426,0,guided,256,0,1
426,1,uniform,256,0,1
426,1,stratified_beta_0,256,0,1
426,1,guided,256,0,1
427,0,uniform,256,0,1
427,0,stratified_beta_0,256,0,1
427,0,guided,256,0,1
427,1,uniform,256,0,1
427,1,stratified_beta_0,256,0,1
427,1,guided,256,0,1
428,0,uniform,256,0,1
428,0,stratified_beta_0,256,0,1
428,0,guided,256,0,1
428,1,uniform,256,0,1
428,1,stratified_beta_0,256,0,1
428,1,guided,256,0,1
429,0,uniform,256,0,1
429,0,stratified_beta_0,256,0,1
429,0,guided,256,0,1
429,1,uniform,256,0,1
429,1,stratified_beta_0,256,0,1
429,1,guided,256,0,1
430,0,uniform,256,0,1
430,0,stratified_beta_0,256,0,1
430,0,guided,256,0,1
430,1,uniform,256,0,1
430,1,stratified_beta_0,256,0,1
430,1,guided,256,0,1
431,0,uniform,256,0,1
431,0,stratified_beta_0,256,0,1
431,0,guided,256,0,1
431,1,uniform,256,0,1
431,1,stratified_beta_0,256,0,1
431,1,guided,256,0,1
432,0,uniform,256,0,1
432,0,stratified_beta_0,256,0,1
432,0,guided,256,0,1
432,1,uniform,256,0,1
432,1,stratified_beta_0,256,0,1
432,1,guided,256,0,1
433,0,uniform,256,0,1
433,0,stratified_beta_0,256,0,1
433,0,guided,256,0,1
433,1,uniform,256,0,1
433,1,stratified_beta_0,256,0,1
433,1,guided,256,0,1
434,0,uniform,256,0,1
434,0,stratified_beta_0,256,0,1
434,0,guided,256,0,1
434,1,uniform,256,0,1
434,1,stratified_beta_0,256,0,1
434,1,guided,256,0,1
435,0,uniform,256,0,1
435,0,stratified_beta_0,256,0,1
435,0,guided,256,0,1
435,1,uniform,256,0,1
435,1,stratified_beta_0,256,0,1
435,1,guided,256,0,1
436,0,uniform,256,0,1
436,0,stratified_beta_0,256,0,1
436,0,guided,256,0,1
436,1,uniform,256,0,1
436,1,stratified_beta_0,256,0,1
436,1,guided,256,0,1
437,0,uniform,256,0,1
437,0,stratified_beta_0,256,0,1
437,0,guided,256,0,1
437,1,uniform,256,0,1
437,1,stratified_beta_0,256,0,1
437,1,guided,256,0,1
438,0,uniform,256,0,1
438,0,stratified_beta_0,256,0,1
438,0,guided,256,0,1
438,1,uniform,256,0,1
438,1,stratified_beta_0,256,0,1
438,1,guided,256,0,1
439,0,uniform,256,0,1
439,0,stratified_beta_0,256,0,1
439,0,guided,256,0,1
439,1,uniform,256,0,1
439,1,stratified_beta_0,256,0,1
439,1,guided,256,0,1
440,0,uniform,256,0,1
440,0,stratified_beta_0,256,0,1
440,0,guided,256,0,1
440,1,uniform,256,0,1
440,1,stratified_beta_0,256,0,1
440,1,guided,256,0,1
441,0,uniform,256,0,1
441,0,stratified_beta_0,256,0,1
441,0,guided,256,0,1
441,1,uniform,256,0,1
441,1,stratified_beta_0,256,0,1
441,1,guided,256,0,1
442,0,uniform,256,0,1
442,0,stratified_beta_0,256,0,1
442,0,guided,256,0,1
442,1,uniform,256,0,1
442,1,stratified_beta_0,256,0,1
442,1,guided,256,0,1
443,0,uniform,256,0,1
443,0,stratified_beta_0,256,0,1
443,0,guided,256,0,1
443,1,uniform,256,0,1
443,1,stratified_beta_0,256,0,1
443,1,guided,256,0,1
444,0,uniform,256,0,1
444,0,stratified_beta_0,256,0,1
444,0,guided,256,0,1
444,1,uniform,256,0,1
444,1,stratified_beta_0,256,0,1
444,1,guided,256,0,1
445,0,uniform,256,0,1
445,0,stratified_beta_0,256,0,1
445,0,guided,256,0,1
445,1,uniform,256,0,1
445,1,stratified_beta_0,256,0,1
445,1,guided,256,0,1
446,0,uniform,256,0,1
446,0,stratified_beta_0,256,0,1
446,0,guided,256,0,1
446,1,uniform,256,0,1
446,1,stratified_beta_0,256,0,1
446,1,guided,256,0,1
447,0,uniform,256,0,1
447,0,stratified_beta_0,256,0,1
447,0,guided,256,0,1
447,1,uniform,256,0,1
447,1,stratified_beta_0,256,0,1
447,1,guided,256,0,1
448,0,uniform,256,0,1
448,0,stratified_beta_0,256,0,1
448,0,guided,256,0,1
448,1,uniform,256,0,1
448,1,stratified_beta_0,256,0,1
448,1,guided,256,0,1
449,0,uniform,256,0,1
449,0,stratified_beta_0,256,0,1
449,0,guided,256,0,1
449,1,uniform,256,0,1
449,1,stratified_beta_0,256,0,1
449,1,guided,256,0,1
450,0,uniform,256,0,1
450,0,stratified_beta_0,256,0,1
450,0,guided,256,0,1
450,1,uniform,256,0,1
450,1,stratified_beta_0,256,0,1
450,1,guided,256,0,1
451,0,uniform,256,0,1
451,0,stratified_beta_0,256,0,1
451,0,guided,256,0,1
451,1,uniform,256,0,1
451,1,stratified_beta_0,256,0,1
451,1,guided,256,0,1
452,0,uniform,256,0,1
452,0,stratified_beta_0,256,0,1
452,0,guided,256,0,1
452,1,uniform,256,0,1
452,1,stratified_beta_0,256,0,1
452,1,guided,256,0,1
453,0,uniform,256,0,1
453,0,stratified_beta_0,256,0,1
453,0,guided,256,0,1
453,1,uniform,256,0,1
453,1,stratified_beta_0,256,0,1
453,1,guided,256,0,1
454,0,uniform,256,0,1
454,0,stratified_beta_0,256,0,1
454,0,guided,256,0,1
454,1,uniform,256,0,1
454,1,stratified_beta_0,256,0,1
454,1,guided,256,0,1
455,0,uniform,256,0,1
455,0,stratified_beta_0,256,0,1
